Coder Initial,"Potential_Law_On_MKT ((1=True, 0=False)",Notes in Support of LawonMkt,Potential Stocks or Sectors,decisionType,docket,term,dateDecision,caseName,dateArgument,,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
,,,,1,99-1295,2000,1/9/2001,"DAVID A. GITLITZ, ET UX., et al. v. COMMISSIONER OF INTERNAL REVENUE",10/2/2000,,2000-012,2000-012-01,2000-012-01-01,2000-012-01-01-01,1/9/2001,1,531 U.S. 206,121 S. Ct. 701,148 L. Ed. 2d 613,2001 U.S. LEXIS 638,2000,1607,Rehnquist,99-1295,"DAVID A. GITLITZ, ET UX., et al. v. COMMISSIONER OF INTERNAL REVENUE",10/2/2000,,240,,369,,1,69,,0,9,,30,,0,2,2,2,1,3,0,1,0,0,120010,12,1,0,4,,3,345,,108,102,1,8,1
,,,,6,98-942,2000,1/9/2001,"WILLIAM FIORE v. GREGORY WHITE, WARDEN, et al.",10/12/1999,,2000-013,2000-013-01,2000-013-01-01,2000-013-01-01-01,1/9/2001,6,531 U.S. 225,121 S. Ct. 712,148 L. Ed. 2d 629,2001 U.S. LEXIS 641,2000,1607,Rehnquist,98-942,"WILLIAM FIORE v. GREGORY WHITE, WARDEN, et al.",10/12/1999,,100,,28,45,1,,,0,111,,23,,0,11,3,1,1,4,0,1,0,0,40010,4,2,0,2,,2,230,,,,1,9,0
,,,,1,99-7504,2000,1/10/2001,"CHRISTOPHER A. LOPEZ v. RANDY J. DAVIS, WARDEN, et al.",10/30/2000,,2000-014,2000-014-01,2000-014-01-01,2000-014-01-01-01,1/10/2001,1,531 U.S. 230,121 S. Ct. 714,148 L. Ed. 2d 635,2001 U.S. LEXIS 642,2000,1607,Rehnquist,99-7504,"CHRISTOPHER A. LOPEZ v. RANDY J. DAVIS, WARDEN, et al.",10/30/2000,,215,,27,,1,36,,0,115,,28,,0,2,3,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,18 U.S.C. ¤ 3621,109,104,1,6,3
,,,,1,99-1185,2000,1/17/2001,"MARK SELING, SUPERINTENDENT, SPECIAL COMMITMENT CENTER v. ANDRE BRIGHAM YOUNG",10/31/2000,,2000-015,2000-015-01,2000-015-01-01,2000-015-01-01-01,1/17/2001,1,531 U.S. 250,121 S. Ct. 727,148 L. Ed. 2d 734,2001 U.S. LEXIS 790,2000,1607,Rehnquist,99-1185,"MARK SELING, SUPERINTENDENT, SPECIAL COMMITMENT CENTER v. ANDRE BRIGHAM YOUNG",10/31/2000,,19,56,169,,1,,,0,129,,29,,0,5,4,2,1,4,0,1,0,0,40010,4,1,0,2,,1,127,,104,102,1,8,1
,,,,1,99-1680,2000,1/17/2001,"CITY NEWS AND NOVELTY, INC. v. CITY OF WAUKESHA",10/28/2000,,2000-016,2000-016-01,2000-016-01-01,2000-016-01-01-01,1/17/2001,1,531 U.S. 278,121 S. Ct. 743,148 L. Ed. 2d 757,2001 U.S. LEXIS 789,2000,1607,Rehnquist,99-1680,"CITY NEWS AND NOVELTY, INC. v. CITY OF WAUKESHA",10/28/2000,,117,,3,58,1,117,58,0,302,58,301,58,0,2,2,1,1,9,0,0,0,0,90130,9,1,0,3,,,,,109,102,1,9,0
,,,,6,99-1953,2000,1/17/2001,"DISTRICT OF COLUMBIA, et al., v. TRI COUNTY INDUSTRIES, INC.",1/10/2001,,2000-017,2000-017-01,2000-017-01-01,2000-017-01-01-01,1/17/2001,6,531 U.S. 287,121 S. Ct. 850,148 L. Ed. 2d 765,2001 U.S. LEXIS 791,2000,1607,Rehnquist,99-1953,"DISTRICT OF COLUMBIA, et al., v. TRI COUNTY INDUSTRIES, INC.",1/10/2001,,28,10,122,,1,,,0,,,,,0,12,,3,1,9,0,0,0,0,90150,9,1,0,3,,,,,,,1,9,0
,,,,1,99-901,2000,2/20/2001,"BRENTWOOD ACADEMY v. TENNESSEE SECONDARY SCHOOL ATHLETIC ASSOCIATION, et al.",10/11/2000,,2000-018,2000-018-01,2000-018-01-01,2000-018-01-01-01,2/20/2001,1,531 U.S. 288,121 S. Ct. 924,148 L. Ed. 2d 807,2001 U.S. LEXIS 964,2000,1607,Rehnquist,99-901,"BRENTWOOD ACADEMY v. TENNESSEE SECONDARY SCHOOL ATHLETIC ASSOCIATION, et al.",10/11/2000,,232,,216,,1,,,0,117,,26,,1,5,5,1,1,4,0,1,0,0,40010,4,2,0,2,,2,230,,107,103,1,5,4
,,,,1,99-1792,2000,2/20/2001,"DIRECTOR OF REVENUE OF MISSOURI v. COBANK ACB, AS SUCCESSOR TO THE NATIONAL BANK OF COOPERATIVES",11/28/2000,,2000-019,2000-019-01,2000-019-01-01,2000-019-01-01-01,2/20/2001,1,531 U.S. 316,121 S. Ct. 941,148 L. Ed. 2d 830,2001 U.S. LEXIS 963,2000,1607,Rehnquist,99-1792,"DIRECTOR OF REVENUE OF MISSOURI v. COBANK ACB, AS SUCCESSOR TO THE NATIONAL BANK OF COOPERATIVES",11/28/2000,,19,30,113,,1,117,30,0,300,30,300,30,0,6,3,1,1,4,0,1,0,0,80100,8,2,0,4,,6,600,12 U.S.C. ¤ 2134,108,102,1,9,0
,,,,1,99-1132,2000,2/20/2001,ILLINOIS v. CHARLES MCARTHUR,11/1/2000,,2000-020,2000-020-01,2000-020-01-01,2000-020-01-01-01,2/20/2001,1,531 U.S. 326,121 S. Ct. 946,148 L. Ed. 2d 838,2001 U.S. LEXIS 962,2000,1607,Rehnquist,99-1132,ILLINOIS v. CHARLES MCARTHUR,11/1/2000,,28,17,100,,1,,,0,302,17,301,17,0,11,2,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,110,102,1,8,1
,,,,1,98-1768,2000,2/21/2001,BUCKMAN COMPANY v. Plaintiffs' LEGAL COMMITTEE,12/4/2000,,2000-021,2000-021-01,2000-021-01-01,2000-021-01-01-01,2/21/2001,1,531 U.S. 341,121 S. Ct. 1012,148 L. Ed. 2d 854,2001 U.S. LEXIS 1701,2000,1607,Rehnquist,98-1768,BUCKMAN COMPANY v. Plaintiffs' LEGAL COMMITTEE,12/4/2000,,184,,208,,1,,,0,109,,23,,1,2,3,2,1,3,0,1,0,0,100030,10,2,0,4,,3,332,,102,102,1,9,0
,,,,1,99-1240,2000,2/21/2001,"BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA, et al., v. PATRICIA GARRETT, et al.",10/11/2000,,2000-022,2000-022-01,2000-022-01-01,2000-022-01-01-01,2/21/2001,1,531 U.S. 356,121 S. Ct. 955,148 L. Ed. 2d 866,2001 U.S. LEXIS 1700,2000,1607,Rehnquist,99-1240,"BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA, et al., v. PATRICIA GARRETT, et al.",10/11/2000,,26,1,8,1,1,,,0,42,,31,,0,2,3,2,2,3,0,1,0,0,100120,10,1,0,2,,2,224,,102,102,1,5,4
,,,,1,99-859,2000,2/21/2001,CENTRAL GREEN CO. v. UNITED STATES,10/30/2000,,2000-023,2000-023-01,2000-023-01-01,2000-023-01-01-01,2/21/2001,1,531 U.S. 425,121 S. Ct. 1005,148 L. Ed. 2d 919,2001 U.S. LEXIS 1699,2000,1607,Rehnquist,99-859,CENTRAL GREEN CO. v. UNITED STATES,10/30/2000,,152,,27,,1,,,0,49,,29,,0,2,2,1,1,4,0,1,0,0,80060,8,2,0,4,,6,600,33 U.S.C. ¤ 702,103,102,1,9,0
,,,,1,99-1331,2000,2/21/2001,"JAMES F. LEWIS v. LEWIS & CLARK MARINE, INC., ETC.",11/29/2000,,2000-024,2000-024-01,2000-024-01-01,2000-024-01-01-01,2/21/2001,1,531 U.S. 438,121 S. Ct. 993,148 L. Ed. 2d 931,2001 U.S. LEXIS 1698,2000,1607,Rehnquist,99-1331,"JAMES F. LEWIS v. LEWIS & CLARK MARINE, INC., ETC.",11/29/2000,,145,,116,,1,,,0,86,,28,,0,2,4,1,1,4,0,1,0,0,80070,8,2,0,4,,6,600,46 U.S.C. ¤ 181,104,102,1,9,0
,,,,1,99-1257,2000,2/27/2001,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,,2000-025,2000-025-01,2000-025-01-01,2000-025-01-01-01,2/27/2001,1,531 U.S. 457,121 S. Ct. 903,149 L. Ed. 2d 1,2001 U.S. LEXIS 1952,2000,1607,Rehnquist,99-1257,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,,333,,245,,1,33,,0,32,,32,,1,12,,1,1,7,0,1,0,0,80130,8,2,0,1,5,3,304,,105,102,1,9,0
,,,,1,99-1551,2000,2/27/2001,SEMTEK INTERNATIONAL INCORPORATED v. LOCKHEED MARTIN CORPORATION,12/5/2000,,2000-026,2000-026-01,2000-026-01-01,2000-026-01-01-01,2/27/2001,1,531 U.S. 497,121 S. Ct. 1021,149 L. Ed. 2d 32,2001 U.S. LEXIS 1951,2000,1607,Rehnquist,99-1551,SEMTEK INTERNATIONAL INCORPORATED v. LOCKHEED MARTIN CORPORATION,12/5/2000,,122,,104,,1,,,0,302,25,301,25,0,12,2,1,1,4,0,1,0,0,90460,9,2,0,4,,4,400,,105,102,1,9,0
,,,,1,99-929,2000,2/28/2001,REBECCA MCDOWELL COOK v. DONALD J. GRALIKE AND MIKE HARMAN,11/6/2000,,2000-027,2000-027-01,2000-027-01-01,2000-027-01-01-01,2/28/2001,1,531 U.S. 510,121 S. Ct. 1029,149 L. Ed. 2d 44,2001 U.S. LEXIS 1953,2000,1607,Rehnquist,99-929,REBECCA MCDOWELL COOK v. DONALD J. GRALIKE AND MIKE HARMAN,11/6/2000,,19,30,211,,1,,,0,87,,28,,1,10,2,2,1,2,0,0,0,0,20030,2,2,0,2,,2,223,,103,103,1,9,0
,,,,1,99-603,2000,2/28/2001,"LEGAL SERVICES CORPORATION v. CARMEN VELAZQUEZ, et al.",10/4/2000,,2000-028,2000-028-01,2000-028-01-01,2000-028-01-01-01,2/28/2001,1,531 U.S. 533,121 S. Ct. 1043,149 L. Ed. 2d 63,2001 U.S. LEXIS 1954,2000,1607,Rehnquist,99-603,"LEGAL SERVICES CORPORATION v. CARMEN VELAZQUEZ, et al.",10/4/2000,,373,,111,,1,73,,0,96,,22,,1,12,6,2,2,2,0,0,0,0,30010,3,2,0,1,,2,200,,106,103,1,5,4
,,,,1,99-1871,2000,3/5/2001,DEPARTMENT OF THE INTERIOR AND BUREAU OF INDIAN AFFAIRS v. KLAMATH WATER USERS PROTECTIVE ASSOCIATION,1/10/2001,,2000-029,2000-029-01,2000-029-01-01,2000-029-01-01-01,3/5/2001,1,532 U.S. 1,121 S. Ct. 1060,149 L. Ed. 2d 87,2001 U.S. LEXIS 1957,2000,1607,Rehnquist,99-1871,DEPARTMENT OF THE INTERIOR AND BUREAU OF INDIAN AFFAIRS v. KLAMATH WATER USERS PROTECTIVE ASSOCIATION,1/10/2001,,326,,152,,1,26,,0,108,,29,,1,10,3,1,1,2,0,0,0,0,50040,5,1,0,4,5,3,335,,107,102,1,9,0
,,,,2,00-1028,2000,3/19/2001,OHIO v. MATTHEW REINER,,,2000-030,2000-030-01,2000-030-01-01,2000-030-01-01-01,3/19/2001,2,532 U.S. 17,121 S. Ct. 1252,149 L. Ed. 2d 158,2001 U.S. LEXIS 2454,2000,1607,Rehnquist,00-1028,OHIO v. MATTHEW REINER,,,28,41,100,,1,,,0,302,41,300,41,0,12,2,2,1,4,0,0,0,0,10090,1,2,0,2,,2,210,,,,1,9,0
,,,,1,99-1571,2000,3/20/2001,"TRAFFIX DEVICES, INC. v. MARKETING DISPLAYS, INC.",11/29/2000,,2000-031,2000-031-01,2000-031-01-01,2000-031-01-01-01,3/20/2001,1,532 U.S. 23,121 S. Ct. 1255,149 L. Ed. 2d 164,2001 U.S. LEXIS 2457,2000,1607,Rehnquist,99-1571,"TRAFFIX DEVICES, INC. v. MARKETING DISPLAYS, INC.",11/29/2000,,184,,184,,1,,,0,81,,26,,0,2,3,1,1,4,0,1,0,0,80190,8,2,0,4,,6,600,15 U.S.C. ¤ 1051,106,102,1,9,0
,,,,1,00-5250,2000,3/20/2001,"WESLEY AARON SHAFER, JR. v. SOUTH CAROLINA",1/9/2001,,2000-032,2000-032-01,2000-032-01-01,2000-032-01-01-01,3/20/2001,1,532 U.S. 36,121 S. Ct. 1263,149 L. Ed. 2d 178,2001 U.S. LEXIS 2456,2000,1607,Rehnquist,00-5250,"WESLEY AARON SHAFER, JR. v. SOUTH CAROLINA",1/9/2001,,126,,28,48,1,,,0,302,48,300,48,1,11,2,1,1,4,0,1,0,0,10220,1,2,0,2,,2,230,,109,102,1,7,2
,,,,1,99-9073,2000,3/20/2001,PAULA L. BUFORD v. UNITED STATES,1/8/2001,,2000-033,2000-033-01,2000-033-01-01,2000-033-01-01-01,3/20/2001,1,532 U.S. 59,121 S. Ct. 1276,149 L. Ed. 2d 197,2001 U.S. LEXIS 2455,2000,1607,Rehnquist,99-9073,PAULA L. BUFORD v. UNITED STATES,1/8/2001,,126,,27,,1,,,0,132,,27,,0,7,2,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,18 U.S.C.,110,102,1,9,0
,,,,1,99-936,2000,3/21/2001,"CRYSTAL M. FERGUSON, et al. v. CITY OF CHARLESTON et al.",10/4/2000,,2000-034,2000-034-01,2000-034-01-01,2000-034-01-01-01,3/21/2001,1,532 U.S. 67,121 S. Ct. 1281,149 L. Ed. 2d 205,2001 U.S. LEXIS 2460,2000,1607,Rehnquist,99-936,"CRYSTAL M. FERGUSON, et al. v. CITY OF CHARLESTON et al.",10/4/2000,,188,,3,48,1,,,0,114,,24,,1,11,2,1,1,4,0,1,0,0,10050,1,2,0,2,,2,205,,103,103,1,6,3
,,,,1,99-1379,2000,3/21/2001,"CIRCUIT CITY STORES, INC. v. SAINT CLAIR ADAMS",11/6/2000,,2000-035,2000-035-01,2000-035-01-01,2000-035-01-01-01,3/21/2001,1,532 U.S. 105,121 S. Ct. 1302,149 L. Ed. 2d 234,2001 U.S. LEXIS 2459,2000,1607,Rehnquist,99-1379,"CIRCUIT CITY STORES, INC. v. SAINT CLAIR ADAMS",11/6/2000,,151,,145,,1,,,0,50,,29,,0,2,4,2,1,4,0,1,0,0,70010,7,1,0,4,,6,600,9 U.S.C. ¤ 1,106,102,1,5,4
,,,,1,99-1529,2000,3/21/2001,"DONNA RAE EGELHOFF v. SAMANTHA EGELHOFF, A MINOR, BY AND THROUGH HER NATURAL PARENT KATE BREINER, AND DAVID EGELHOFF",11/8/2000,,2000-036,2000-036-01,2000-036-01-01,2000-036-01-01-01,3/21/2001,1,532 U.S. 141,121 S. Ct. 1322,149 L. Ed. 2d 264,2001 U.S. LEXIS 2458,2000,1607,Rehnquist,99-1529,"DONNA RAE EGELHOFF v. SAMANTHA EGELHOFF, A MINOR, BY AND THROUGH HER NATURAL PARENT KATE BREINER, AND DAVID EGELHOFF",11/8/2000,,253,,166,,1,,,0,302,56,300,56,0,5,2,1,1,4,0,1,0,0,100030,10,2,0,4,,3,323,,108,102,1,7,2
,,,,1,99-1702,2000,4/2/2001,TEXAS v. RAYMOND LEVI COBB,1/16/2001,,2000-037,2000-037-01,2000-037-01-01,2000-037-01-01-01,4/2/2001,1,532 U.S. 162,121 S. Ct. 1335,149 L. Ed. 2d 321,2001 U.S. LEXIS 2696,2000,1607,Rehnquist,99-1702,TEXAS v. RAYMOND LEVI COBB,1/16/2001,,28,51,126,,1,,,0,302,51,300,51,1,11,3,2,1,3,0,1,0,0,10120,1,1,0,2,,2,217,,102,102,1,5,4
,,,,1,00-152,2000,4/17/2001,"ARTHUR S. LUJAN, LABOR COMMISSIONER OF CALIFORNIA, et al. v. G & G FIRE SPRINKLERS, INC.",2/26/2001,,2000-038,2000-038-01,2000-038-01-01,2000-038-01-01-01,4/17/2001,1,532 U.S. 189,121 S. Ct. 1446,149 L. Ed. 2d 391,2001 U.S. LEXIS 3204,2000,1607,Rehnquist,00-152,"ARTHUR S. LUJAN, LABOR COMMISSIONER OF CALIFORNIA, et al. v. G & G FIRE SPRINKLERS, INC.",2/26/2001,,19,6,176,,1,,,0,48,,29,,1,12,2,2,1,3,0,1,0,0,40020,4,1,0,2,,2,230,,102,102,1,9,0
,,,,1,00-203,2000,4/17/2001,UNITED STATES v. CLEVELAND INDIANS BASEBALL COMPANY,2/27/2001,,2000-039,2000-039-01,2000-039-01-01,2000-039-01-01-01,4/17/2001,1,532 U.S. 200,121 S. Ct. 1433,149 L. Ed. 2d 401,2001 U.S. LEXIS 3203,2000,1607,Rehnquist,00-203,UNITED STATES v. CLEVELAND INDIANS BASEBALL COMPANY,2/27/2001,,27,,240,,1,69,,0,103,,26,,0,2,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,109,102,1,9,0
,,,,1,99-1613,2000,4/18/2001,"ROBERT SHAW, et al.  v. KEVIN MURPHY",1/16/2001,,2000-040,2000-040-01,2000-040-01-01,2000-040-01-01-01,4/18/2001,1,532 U.S. 223,121 S. Ct. 1475,149 L. Ed. 2d 420,2001 U.S. LEXIS 3205,2000,1607,Rehnquist,99-1613,"ROBERT SHAW, et al.  v. KEVIN MURPHY",1/16/2001,,28,31,215,,1,,,0,88,,29,,0,2,3,2,1,4,0,1,0,0,30010,3,1,0,2,,2,200,,108,102,1,9,0
,,,,1,99-1864,2000,4/18/2001,"MICHAEL F. EASLEY, * GOVERNOR OF NORTH CAROLINA, et al. v. MARTIN CROMARTIE, et al.",11/27/2000,,2000-041,2000-041-01,2000-041-01-01,2000-041-01-01-01,4/18/2001,1,532 U.S. 234,121 S. Ct. 1452,149 L. Ed. 2d 430,2001 U.S. LEXIS 3206,2000,1607,Rehnquist,99-1864,"MICHAEL F. EASLEY, * GOVERNOR OF NORTH CAROLINA, et al. v. MARTIN CROMARTIE, et al.",11/27/2000,,19,38,251,,2,,,1,98,,98,,1,,,1,1,3,0,1,0,0,20090,2,2,0,2,,2,231,,110,103,1,5,4
,,,,2,00-866,2000,4/23/2001,CLARK COUNTY SCHOOL DISTRICT v. SHIRLEY A. BREEDEN,,,2000-042,2000-042-01,2000-042-01-01,2000-042-01-01-01,4/23/2001,2,532 U.S. 268,121 S. Ct. 1508,149 L. Ed. 2d 509,2001 U.S. LEXIS 3365,2000,1607,Rehnquist,00-866,CLARK COUNTY SCHOOL DISTRICT v. SHIRLEY A. BREEDEN,,,21,33,154,,1,32,,0,90,,29,,1,12,3,2,1,3,0,1,0,0,20140,2,1,0,4,,3,384,,,,1,9,0
,,,,1,99-1908,2000,4/24/2001,"JAMES ALEXANDER, DIRECTOR, ALABAMA DEPARTMENT OF PUBLIC SAFETY, et al. v. MARTHA SANDOVAL, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED",1/16/2001,,2000-043,2000-043-01,2000-043-01-01,2000-043-01-01-01,4/24/2001,1,532 U.S. 275,121 S. Ct. 1511,149 L. Ed. 2d 517,2001 U.S. LEXIS 3367,2000,1607,Rehnquist,99-1908,"JAMES ALEXANDER, DIRECTOR, ALABAMA DEPARTMENT OF PUBLIC SAFETY, et al. v. MARTHA SANDOVAL, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED",1/16/2001,,19,1,106,,1,27,,0,41,,31,,0,11,2,2,1,3,0,1,0,0,90290,9,1,0,4,,3,387,,105,102,1,5,4
,,,,1,99-1408,2000,4/24/2001,"GAIL ATWATER, et al. v. CITY OF LAGO VISTA et al.",12/4/2000,,2000-044,2000-044-01,2000-044-01-01,2000-044-01-01-01,4/24/2001,1,532 U.S. 318,121 S. Ct. 1536,149 L. Ed. 2d 549,2001 U.S. LEXIS 3366,2000,1607,Rehnquist,99-1408,"GAIL ATWATER, et al. v. CITY OF LAGO VISTA et al.",12/4/2000,,100,,28,51,1,,,0,122,,25,,1,11,2,1,1,2,0,0,0,0,10060,1,1,0,2,,2,205,,107,102,1,5,4
,,,,1,99-9136,2000,4/25/2001,"EARTHY D. DANIELS, JR. v. UNITED STATES",1/8/2001,,2000-045,2000-045-01,2000-045-01-01,2000-045-01-01-01,4/25/2001,1,532 U.S. 374,121 S. Ct. 1578,149 L. Ed. 2d 590,2001 U.S. LEXIS 3368,2000,1607,Rehnquist,99-9136,"EARTHY D. DANIELS, JR. v. UNITED STATES",1/8/2001,,126,,28,6,1,,,0,48,,29,,0,2,2,1,1,2,0,0,0,0,10570,1,1,0,4,,3,341,,104,102,1,5,4
,,,,1,99-1884,2000,4/25/2001,"LACKAWANNA COUNTY DISTRICT ATTORNEY, et al. v. EDWARD R. COSS, JR.",2/20/2001,,2000-046,2000-046-01,2000-046-01-01,2000-046-01-01-01,4/25/2001,1,532 U.S. 394,121 S. Ct. 1567,149 L. Ed. 2d 608,2001 U.S. LEXIS 3369,2000,1607,Rehnquist,99-1884,"LACKAWANNA COUNTY DISTRICT ATTORNEY, et al. v. EDWARD R. COSS, JR.",2/20/2001,,28,45,126,,1,,,0,110,,23,,0,11,5,2,1,4,0,1,0,0,10570,1,1,0,4,,3,341,,104,102,1,5,4
,,,,1,00-292,2000,4/30/2001,"C & L ENTERPRISES, INC. v. CITIZEN BAND POTAWATOMI INDIAN TRIBE OF OKLAHOMA",3/19/2001,,2000-047,2000-047-01,2000-047-01-01,2000-047-01-01-01,4/30/2001,1,532 U.S. 411,121 S. Ct. 1589,149 L. Ed. 2d 623,2001 U.S. LEXIS 3374,2000,1607,Rehnquist,00-292,"C & L ENTERPRISES, INC. v. CITIZEN BAND POTAWATOMI INDIAN TRIBE OF OKLAHOMA",3/19/2001,,120,,170,,1,,,0,302,42,301,42,0,5,9,2,1,4,0,1,0,0,20160,2,1,0,7,,,,,109,102,1,9,0
,,,,1,99-2035,2000,5/14/2001,"COOPER INDUSTRIES, INC. v. LEATHERMAN TOOL GROUP, INC.",2/26/2001,,2000-048,2000-048-01,2000-048-01-01,2000-048-01-01-01,5/14/2001,1,532 U.S. 424,121 S. Ct. 1678,149 L. Ed. 2d 674,2001 U.S. LEXIS 3520,2000,1607,Rehnquist,99-2035,"COOPER INDUSTRIES, INC. v. LEATHERMAN TOOL GROUP, INC.",2/26/2001,,184,,184,,1,,,0,108,,29,,0,7,2,2,1,5,0,1,0,0,80080,8,1,0,1,,2,207,,103,102,1,8,1
,,,,1,99-6218,2000,5/14/2001,WILBERT K. ROGERS v. TENNESSEE,11/1/2000,,2000-049,2000-049-01,2000-049-01-01,2000-049-01-01-01,5/14/2001,1,532 U.S. 451,121 S. Ct. 1693,149 L. Ed. 2d 697,2001 U.S. LEXIS 3519,2000,1607,Rehnquist,99-6218,WILBERT K. ROGERS v. TENNESSEE,11/1/2000,,100,,28,50,1,,,0,302,50,300,50,0,12,2,1,1,2,0,0,0,0,40020,4,1,0,2,,2,230,,104,102,1,5,4
,,,,1,00-151,2000,5/14/2001,UNITED STATES v. OAKLAND CANNABIS BUYERS' COOPERATIVE AND JEFFREY JONES,3/28/2001,,2000-050,2000-050-01,2000-050-01-01,2000-050-01-01-01,5/14/2001,1,532 U.S. 483,121 S. Ct. 1711,149 L. Ed. 2d 722,2001 U.S. LEXIS 3518,2000,1607,Rehnquist,00-151,UNITED STATES v. OAKLAND CANNABIS BUYERS' COOPERATIVE AND JEFFREY JONES,3/28/2001,,27,,165,,1,,,0,50,,29,,0,10,4,2,1,4,0,1,0,0,10510,1,1,0,4,,6,600,21 U.S.C. ¤ 801,108,102,1,8,0
,,,,2,00-1210,2000,5/14/2001,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION v. STEVE GARVEY,,,2000-051,2000-051-01,2000-051-01-01,2000-051-01-01-01,5/14/2001,2,532 U.S. 504,121 S. Ct. 1724,149 L. Ed. 2d 740,2001 U.S. LEXIS 3811,2000,1607,Rehnquist,00-1210,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION v. STEVE GARVEY,,,249,,247,,1,,,0,48,,29,,0,13,4,2,1,4,0,1,0,0,70010,7,1,0,3,,,,,,,1,8,1
,,,,1,99-1687,2000,5/21/2001,"BARTNICKI et al. v. VOPPER, AKA WILLIAMS, et al.",12/5/2000,,2000-052,2000-052-01,2000-052-01-01,2000-052-01-01-01,5/21/2001,1,532 U.S. 514,121 S. Ct. 1753,149 L. Ed. 2d 787,2001 U.S. LEXIS 3815,2000,1607,Rehnquist,99-1687,"BARTNICKI et al. v. VOPPER, AKA WILLIAMS, et al.",12/5/2000,,8,45,226,,1,,,0,110,,23,,1,2,4,2,1,2,0,0,0,0,30040,3,2,0,1,,2,200,,103,103,1,6,3
,,,,1,99-1978,2000,5/21/2001,"UNITED STATES v. TERRY J. HATTER, JR., JUDGE, UNITED STATES DISTRICT COURT FOR THE CENTRAL DISTRICT OF CALIFORNIA, et al.",2/20/2001,,2000-053,2000-053-01,2000-053-01-01,2000-053-01-01-01,5/21/2001,1,532 U.S. 557,121 S. Ct. 1782,149 L. Ed. 2d 820,2001 U.S. LEXIS 3813,2000,1607,Rehnquist,99-1978,"UNITED STATES v. TERRY J. HATTER, JR., JUDGE, UNITED STATES DISTRICT COURT FOR THE CENTRAL DISTRICT OF CALIFORNIA, et al.",2/20/2001,,27,,16,60,1,,,0,3,,8,,0,12,3,1,2,7,0,1,1,0,120010,12,2,0,1,,1,137,,110,102,1,5,2
,,,,1,00-347,2000,5/21/2001,"THE WHARF (HOLDINGS) LIMITED, et al. v. UNITED INTERNATIONAL HOLDINGS, INC. et al.",3/21/2001,,2000-054,2000-054-01,2000-054-01-01,2000-054-01-01-01,5/21/2001,1,532 U.S. 588,121 S. Ct. 1776,149 L. Ed. 2d 845,2001 U.S. LEXIS 3812,2000,1607,Rehnquist,00-347,"THE WHARF (HOLDINGS) LIMITED, et al. v. UNITED INTERNATIONAL HOLDINGS, INC. et al.",3/21/2001,,159,,124,,1,,,0,52,,30,,0,11,2,2,1,2,0,0,0,0,80120,8,2,0,4,,3,365,,110,102,1,9,0
,,,,1,99-1848,2000,5/29/2001,"BUCKHANNON BOARD AND CARE HOME, INC., et al. v. WEST VIRGINIA DEPARTMENT OF HEALTH AND HUMAN RESOURCES, et al.",2/27/2001,,2000-055,2000-055-01,2000-055-01-01,2000-055-01-01-01,5/29/2001,1,532 U.S. 598,121 S. Ct. 1835,149 L. Ed. 2d 855,2001 U.S. LEXIS 4117,2000,1607,Rehnquist,99-1848,"BUCKHANNON BOARD AND CARE HOME, INC., et al. v. WEST VIRGINIA DEPARTMENT OF HEALTH AND HUMAN RESOURCES, et al.",2/27/2001,,165,,7,57,1,,,0,130,,24,,0,2,2,1,1,2,0,0,0,0,60010,6,1,0,4,,3,300,,102,102,1,5,4
